	,"['Ronda Armitage', 'David Armitage']",,http://books.google.nl/books?id=Zz7TOQAACAAJ&dq=Ice+Creams+for+Rosie&hl=&cd=1&source=gbs_api,,1981,http://books.google.nl/books?id=Zz7TOQAACAAJ&dq=Ice+Creams+for+Rosie&hl=&source=gbs_api,"['Ice cream, ices, etc']",	R
The Art of Goalkeeping	,['Bob Wilson'],,http://books.google.nl/books?id=-f2tQQAACAAJ&dq=The+Art+of+Goalkeeping&hl=&cd=1&source=gbs_api,Michael Joseph,1980,http://books.google.nl/books?id=-f2tQQAACAAJ&dq=The+Art+of+Goalkeeping&hl=&source=gbs_api,['Sports & Recreation'],	D
"'a brilliant history' The Sunday Times 'makes for riveting reading' The Independent Modern pagan witchcraft is arguably the only fully-formed religion England has given the world	"'a brilliant history' The Sunday Times 'makes for riveting reading' The Independent Modern pagan witchcraft is arguably the only fully-formed religion England has given the world, and has now spread across four continents. This second edition of The Triumph of the Moon extensively revises the first full-scale scholarly study of modern pagan witchcraft. Ronald Hutton examines the nature and development of this religion, and offers a history of attitudes to witchcraft, paganism and magic in British society since 1800. Its pages reveal village cunning folk, Victorian ritual magicians, classicists and archaeologists, leaders of woodcraft and scouting movements, Freemasons, and members of rural secret societies. We also find some of the leading figures of English literature, from the Romantic poets to W. B. Yeats, D. H. Lawrence and Robert Graves, as well as the main personalities who have represented pagan witchcraft to the public world since 1950. Thriller writers like Dennis Wheatley, and films and television programmes, get similar coverage, as does tabloid journalism. The material is by its nature often sensational, and care is taken throughout to distinguish fact from fantasy, in a manner not previously applied to most of the stories involved. Meticulously researched, The Triumph of the Moon presents an authoritative insight into an aspect of modern cultural history which has attracted sensational publicity but has hitherto been little understood. This edition incorporates new research carried out by the author as well as research by others who have been inspired by this book over the twenty years since its first publication.",['Ronald Hutton'],http://books.google.com/books/content?id=25OzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=25OzDwAAQBAJ&printsec=frontcover&dq=The+Triumph+of+the+Moon:+A+History+of+Modern+Pagan+Witchcraft&hl=&cd=1&source=gbs_api,Oxford University Press,2019-10-10,https://play.google.com/store/books/details?id=25OzDwAAQBAJ&source=gbs_api,"['Body, Mind & Spirit']",6.0	R
E-business Systems and Architecture for E-procurement and E-sourcing	,,,http://books.google.nl/books?id=E_-jAAAACAAJ&dq=E-business+Systems+and+Architecture+for+E-procurement+and+E-sourcing&hl=&cd=1&source=gbs_api,,2002,http://books.google.nl/books?id=E_-jAAAACAAJ&dq=E-business+Systems+and+Architecture+for+E-procurement+and+E-sourcing&hl=&source=gbs_api,['Business enterprises'],	D
"Provides instructions on how to use handguns for personal defense and protection	"Provides instructions on how to use handguns for personal defense and protection, describing the types of people who should not own guns, and discussing psychological preparedness, basic tactical self-protection tools, handling and maintenance, ammunition, revolvers, semi-automatic pistols, holsters, safe operation and range procedures, safe shooting and survival procedures, and other topics.","['Stephen R. Rementer', 'Bruce N. Eimer']",http://books.google.com/books/content?id=hyNd3qw1_M8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=hyNd3qw1_M8C&printsec=frontcover&dq=The+Handgun+in+Personal+Defense&hl=&cd=1&source=gbs_api,Looseleaf Law Publications,2005,http://books.google.nl/books?id=hyNd3qw1_M8C&dq=The+Handgun+in+Personal+Defense&hl=&source=gbs_api,['Reference'],	R
"When the death of a relative	"When the death of a relative, a friend, or a pet happens or is about to happen . . . how can we help a child to understand? Lifetimes is a moving book for children of all ages, even parents too. It lets us explain life and death in a sensitive, caring, beautiful way. Lifetimes tells us about beginnings. And about endings. And about living in between. With large, wonderful illustrations, it tells about plants. About animals. About people. It tells that dying is as much a part of living as being born. It helps us to remember. It helps us to understand. Lifetimes . . . a very special, very important book for you and your child. The book that explains—beautifully—that all living things have their own special Lifetimes.",['Bryan Mellonie'],http://books.google.com/books/content?id=hjape1uPX_AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=hjape1uPX_AC&printsec=frontcover&dq=Lifetimes:+The+Beautiful+Way+to+Explain+Death+to+Children&hl=&cd=1&source=gbs_api,Bantam,2009-09-16,https://play.google.com/store/books/details?id=hjape1uPX_AC&source=gbs_api,['Family & Relationships'],5.0	R
"Discusses tackle	"Discusses tackle, flies, locating trout, and recognizing and matching lake food forms",['Dave Hughes'],http://books.google.com/books/content?id=ZLLggPAhNZcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=ZLLggPAhNZcC&printsec=frontcover&dq=Strategies+for+Stillwater&hl=&cd=1&source=gbs_api,Stackpole Books,1991,http://books.google.nl/books?id=ZLLggPAhNZcC&dq=Strategies+for+Stillwater&hl=&source=gbs_api,['Sports & Recreation'],1.0	R
Thine Is My Heart;: Devotional Readings From the Writings of John Calvin	,['Jean Calvin'],,http://books.google.nl/books?id=jCpGGgAACAAJ&dq=Thine+Is+My+Heart%3B:+Devotional+Readings+From+the+Writings+of+John+Calvin&hl=&cd=1&source=gbs_api,,1958,http://books.google.nl/books?id=jCpGGgAACAAJ&dq=Thine+Is+My+Heart%3B:+Devotional+Readings+From+the+Writings+of+John+Calvin&hl=&source=gbs_api,['Devotional calendars'],	D
"Maine Amphibians and Reptiles describes each species in prose that is substantial and authoritative	"Maine Amphibians and Reptiles describes each species in prose that is substantial and authoritative, yet clear and engaging. Where does each species live? What do they eat and what eats them? When, where, and how do they reproduce? These and scores of other questions are covered in accounts for each species, along with detailed drawings showing them in their natural setting and range-maps based on the latest data from throughout the region. Tips for finding these species, conservation issues, exotic species, and other topics are covered in additional chapters. Of particular note is the enclosed compact disc, narrated and produced by well-known naturalist Lang Elliott, that will make it easy to learn to identify all the frogs and toads by their songs. The CD also includes a long unnarrated series of frog choruses.",['Malcolm L. Hunter'],http://books.google.com/books/content?id=sjdHAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=sjdHAAAAYAAJ&q=Maine+Amphibians+and+Reptiles&dq=Maine+Amphibians+and+Reptiles&hl=&cd=1&source=gbs_api,"Orono, Me. : University of Maine Press",1999,http://books.google.nl/books?id=sjdHAAAAYAAJ&dq=Maine+Amphibians+and+Reptiles&hl=&source=gbs_api,['Nature'],	R
Dance of Darkness (Winds of Light #8)	No description available.,['Ann Ann Howey'],http://books.google.com/books/content?id=3C_hGEGdqcIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=3C_hGEGdqcIC&pg=PA44&dq=Dance+of+Darkness+(Winds+of+Light&hl=&cd=1&source=gbs_api,Boydell & Brewer,2006,http://books.google.nl/books?id=3C_hGEGdqcIC&dq=Dance+of+Darkness+(Winds+of+Light&hl=&source=gbs_api,['History'],	D
	,"['Vern Gambetta', 'Steve Odgers']",,http://books.google.nl/books?id=7nhiNwAACAAJ&dq=The+complete+guide+to+medicine+ball+training&hl=&cd=1&source=gbs_api,,1991-01-01,http://books.google.nl/books?id=7nhiNwAACAAJ&dq=The+complete+guide+to+medicine+ball+training&hl=&source=gbs_api,['Medicine ball'],	R
"In 1807	"In 1807, Robert Fulton, using an English mail-order steam engine, chugged four miles an hour up the Hudson River, passing into popular folklore as the inventor of the steamboat. However, the true first passenger steamboat in America, and the world, was built from scratch, and plied the Delaware River in 1790, almost two decades earlier. Its inventor, John Fitch, never attained Fulton's riches, and was rewarded with ridicule and poverty. Considering there was not a single working steam engine in America in the early 1780s, Fitch's steamboat's development was nothing short of remarkable. But he faced competition from the start, and he and several other inventors fought a string of bitter battles, legal and otherwise. Steam tells the dramatic story of Fitch and his adversaries, weaving their lives into a fascinating tale including the likes of George Washington, Thomas Jefferson, and Benjamin Franklin. It is the story behind America's first important venture in technology, the persevering and colorful men that made it happen, and the great invention that moved a new nation westward.",['Andrea Sutcliffe'],http://books.google.com/books/content?id=0hJ4BgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=0hJ4BgAAQBAJ&printsec=frontcover&dq=Steam:+The+Untold+Story+Of+America%27s+First+Great+Invention&hl=&cd=1&source=gbs_api,St. Martin's Press,2015-03-24,https://play.google.com/store/books/details?id=0hJ4BgAAQBAJ&source=gbs_api,['History'],	R
"From bestselling and beloved author Stormie Omartian comes a unique collection of prayer insight accompanied by carefully chosen Scripture. Praying the Bible into Your Life gives readers the help they need to draw from God's power	"From bestselling and beloved author Stormie Omartian comes a unique collection of prayer insight accompanied by carefully chosen Scripture. Praying the Bible into Your Life gives readers the help they need to draw from God's power, truth, wisdom, and comfort for everyday guidance and decision making. These short but significant prayer starters and verses from each book of the Bible—Genesis to Revelation—encourage readers to seek inspiration from God's Word to enhance and expand their conversations with the Lord. This attractive, compact tool is a wonderful resource for those who want to keep their prayer lives fresh and growing.",['Stormie Omartian'],http://books.google.com/books/content?id=lhbWj2s1TCUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=lhbWj2s1TCUC&printsec=frontcover&dq=Praying+the+Bible+for+Your+Life&hl=&cd=1&source=gbs_api,Harvest House Publishers,2012-02-01,https://play.google.com/store/books/details?id=lhbWj2s1TCUC&source=gbs_api,['Religion'],3.0	R
"Refutes the claims of the religious right that America was founded as a Christian nation	"Refutes the claims of the religious right that America was founded as a Christian nation, and emphasizes that separation of church and state was designed to guarantee religious freedom","['Isaac Kramnick', 'Robert Laurence Moore', 'R. Laurence Moore']",http://books.google.com/books/content?id=GJ-hECwrCvwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=GJ-hECwrCvwC&dq=The+Godless+Constitution:+The+Case+Against+Religious+Correctness&hl=&cd=1&source=gbs_api,W. W. Norton & Company,1997,http://books.google.nl/books?id=GJ-hECwrCvwC&dq=The+Godless+Constitution:+The+Case+Against+Religious+Correctness&hl=&source=gbs_api,['Church and state'],4.0	R
"The night world is not a place - it is a secret society of vampires	"The night world is not a place - it is a secret society of vampires, werewolves and witches. Night worlders must never let humans find out the night world exists, and they must never fall in love. This is the story of what happens when the rules are broken.",['L. J. Smith'],http://books.google.com/books/content?id=PJ4YHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=PJ4YHQAACAAJ&dq=DARK+ANGEL+NIGHT+WORLD+4&hl=&cd=1&source=gbs_api,,1997,http://books.google.nl/books?id=PJ4YHQAACAAJ&dq=DARK+ANGEL+NIGHT+WORLD+4&hl=&source=gbs_api,,4.0	R
"The genie in Tito's bottle of soda rewards the bus driver with a magic jeepney that never needs gas	"The genie in Tito's bottle of soda rewards the bus driver with a magic jeepney that never needs gas, never suffers a dent, and can even fly ... all the way to Africa.",['Lolo Pedro'],,http://books.google.nl/books?id=jlj1GgAACAAJ&dq=The+Magic+Jeepney&hl=&cd=1&source=gbs_api,,1981,http://books.google.nl/books?id=jlj1GgAACAAJ&dq=The+Magic+Jeepney&hl=&source=gbs_api,['Bus travel'],	R
"	","""Fundamentally, labor's story is the story of the American people. To view it narrowly, to concentrate on the history of specific trade unions or on the careers of individuals and their rivalries, would be to miss the point that the great forces which have swept the American people into action have been the very forces that have also molded labor. Trade unionism was born as an effective national movement amid the great convulsion of the Civil War and the fight for black freedom... Labor suffered under depressions which spurred the whole American people into movement in the seventies, in the eighties, and in the nineties. It reached its greatest heights when it joined hands with farmers, small businessmen, and the black people in the epic Populist revolts of the 1890's and later in the triumph that was the New Deal. For labor has never lived in isolation or progressed without allies. Always it has been in the main stream of American life,... Labor's story, by its very nature, is synchronized at every turn with the growth and development of American monopoly. Its great leap forward into industrial unionism was an answering action to the development of trusts and great industrial empires. Labor's grievances, in fact the very conditions of its life, have been imposed by its great antagonist, that combination of industrial and financial power often known as Wall Street. The mind and actions of William H. Sylvis, the iron molder who founded the first effective national labor organization, can scarcely be understood without also an understanding of the genius and cunning of his contemporary, John D. Rockefeller, father of the modern trust. In the long view of history the machinations of J. P. Morgan, merging banking and industrial capital as he threw together ever larger combinations of corporate power controlled by fewer and fewer men, may have governed the course of American labor more than the plans of Samuel Gompers."" -- Amazon.com viewed January 11, 2021.","['Richard Boyer', 'Richard Owen Boyer', 'Herbert Montfort Morais']",http://books.google.com/books/content?id=UV7tAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=UV7tAAAAMAAJ&q=Labor%27s+untold+story,&dq=Labor%27s+untold+story,&hl=&cd=1&source=gbs_api",United Electrical Radio &,1975,"http://books.google.nl/books?id=UV7tAAAAMAAJ&dq=Labor%27s+untold+story,&hl=&source=gbs_api",['Business & Economics'],2.0	R
To Catch a Tuna	,['Al Anderson'],,http://books.google.nl/books?id=FWpjAAAACAAJ&dq=To+Catch+a+Tuna&hl=&cd=1&source=gbs_api,MT Publications,1990-01-01,http://books.google.nl/books?id=FWpjAAAACAAJ&dq=To+Catch+a+Tuna&hl=&source=gbs_api,['Fiction'],	D
Bobby Kennedy : The Making of a Folk Hero	,['Lester David'],,http://books.google.nl/books?id=1ln7swEACAAJ&dq=Bobby+Kennedy+:+The+Making+of+a+Folk+Hero&hl=&cd=1&source=gbs_api,,1983,http://books.google.nl/books?id=1ln7swEACAAJ&dq=Bobby+Kennedy+:+The+Making+of+a+Folk+Hero&hl=&source=gbs_api,,	D
"A year of haiku moments pares life down to the sparest of language	"A year of haiku moments pares life down to the sparest of language, including contributions from Douglas Martin, Grant Lee Phillips, Tom Gilroy, Anna Grace, Rick Roth, Jim McKay, and others. Original.","['Michael Stipe', 'Tom Gilroy', 'Douglas Martin']",http://books.google.com/books/content?id=j2wpzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=j2wpzgEACAAJ&dq=Haiku+Year&hl=&cd=1&source=gbs_api,,2004,http://books.google.nl/books?id=j2wpzgEACAAJ&dq=Haiku+Year&hl=&source=gbs_api,['Poetry'],1.0	R
"I am grateful beyond words for the example of the lanterns shared in this memoir whose lives I hope will illuminate my children's	"I am grateful beyond words for the example of the lanterns shared in this memoir whose lives I hope will illuminate my children's, your children's, and the paths of countless others coming behind.--Marian Wright Edelman, from the Preface Marian Wright Edelman, ""the most influential children's advocate in the country"" (The Washington Post), shares stories from her life at the center of this century's most dramatic civil rights struggles. She pays tribute to the extraordinary personal mentors who helped light her way: Martin Luther King, Jr., Robert F. Kennedy, Fannie Lou Hamer, William Sloane Coffin, Ella Baker, Mae Bertha Carter, and many others. She celebrates the lives of the great Black women of Bennettsville, South Carolina-Miz Tee, Miz Lucy, Miz Kate-who along with her parents formed a formidable and loving network of community support for the young Marian Wright as a Black girl growing up in the segregated South. We follow the author to Spelman College in the late 1950s, when the school was a hotbed of civil rights activism, and where, through excerpts from her honest and passionate college journal, we witness a national leader in the making and meet the people who inspired and empowered her, including Dr. Benjamin E. Mays, Howard Zinn, and Charles E. Merrill, Jr. Lanterns takes us to Mississippi in the 1960s, where Edelman was the first and only Black woman lawyer. Her account of those years is a riveting first-hand addition to the literature of civil rights: ""The only person I recognized in the menacing crowd as I walked towards the front courthouse steps was [a] veteran New York Times reporter. He neither acknowledged me nor met my eyes. I knew then what it was like to be a poor Black person in Mississippi: alone."" And we follow Edelman as she leads Bobby Kennedy on his fateful trip to see Mississippi poverty and hunger for himself, a powerful personal experience for the young RFK that helped awaken a nation's conscience to child hunger and poverty. Lanterns is illustrated with thirty of the author's personal photographs and includes ""A Parent's Pledge"" and ""Twenty-five More Lessons for Life,"" an inspiration to all of us-parents, grandparents, teachers, religious and civic leaders-to guide, protect, and love our children every day so that they will become, in Marian Wright Edelman's moving vision, the healing agents for national transformation.",['Marian Wright Edelman'],http://books.google.com/books/content?id=GBbCGs_eE_IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=GBbCGs_eE_IC&printsec=frontcover&dq=Lanterns:+A+Memoir+of+Mentors&hl=&cd=1&source=gbs_api,Beacon Press,2013-05-01,https://play.google.com/store/books/details?id=GBbCGs_eE_IC&source=gbs_api,['Biography & Autobiography'],	R
"The objective of our NY State Test Prep Book for fourth grade math is to provide students	"The objective of our NY State Test Prep Book for fourth grade math is to provide students, educators, and parents with practice materials focused on the core skills needed to help students succeed on the NY State Math grade 4 assessment. A student will fare better on a test when s/he has practiced and mastered the skills measured by the assessment. A student also excels when s/he is familiar with the format and structure of the test. This book helps students do both. Students can use this workbook to review key material and practice with skill-building exercises tethered to New York's Next Generation Learning Standards. They can also take fourth grade math practice tests that reflect the rigor and format of the official New York assessments. Students will become accustomed to how test content is presented, which will enhance their test-taking skills. By test day, students will feel confident and prepared to do their best on this challenging Mathematics exam. 4th Grade Math Workbook 2018 - Grade 4 Math Test Prep New York In New York, fourth grade students are required to take the NY State Math test. The end-of year math assessment determines if students have mastered fourth grade math standards set by the NYS Department of Education, and ensures that a student is getting ready for fifth grade. Practice Book for New York State Test 4th Grade Preparation for these State assessments is essential. This workbook focuses on the core skills needed to help children prepare for and succeed on NY State tests, and will give students practice in the format & content of the types of math problems they will face on the official test (including multiple choice, short response and extended response questions). What You Get When You Purchase this book Skill building exercises organized by standard to help students learn & review concepts in the order that they will be presented in the classroom. These worksheets also help identify weaknesses that need to be addressed to excel on the exam. We include a variety of question types to help build skills in answering questions in multiple formats, so students don't get tripped up by unfamiliar questions on test day. Two NY State Practice Tests based on the official NY State math assessments. They include similar question types and the same rigorous content found on State tests. Answer keys with detailed explanations to help students not make the same mistake twice. If a student is having difficulty in one area, encourage the student to practice that specific set of skills in the relevant worksheet. Test prep tips so students approach the test strategically & with confidence. Test Prep Books New York Our 4th grade workbooks and test prep books are written by seasoned educators who have familiarity with New York's state assessments and curriculum. Our educational workbooks are used by teachers and tutors throughout New York. Apart from 4th grade books for New York tests in math, reading and writing, we also offer practice test books for the higher grades, including the ""NY State Practice Test Book Grade 5 Math,"" which your child can use over the summer to get ready for 5th Grade. The New York State Department of Education (NYSED) is not affiliated with Origins Publications and has not endorsed the contents of this book.",['Origins Publications'],http://books.google.com/books/content?id=xMU7vgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=xMU7vgEACAAJ&dq=Get+Ready!+For+Standardized+Tests+:+Math+Grade+4&hl=&cd=1&source=gbs_api,,2018-10-28,http://books.google.nl/books?id=xMU7vgEACAAJ&dq=Get+Ready!+For+Standardized+Tests+:+Math+Grade+4&hl=&source=gbs_api,,	R
"This true account of the aliens who invaded the town of Point Pleasant	"This true account of the aliens who invaded the town of Point Pleasant, West Virginia - first published in 1975 - has been made into a major motion picture starring Richard Gere, Laura Linney and Alan Bates. For thirteen months Point Pleasant was plagued by a dark terror that culminated in a major disaster. Unearthly noises and ghostly lights in the sky gave way to mutilated animals, winged monsters, weird flying machines and worst of all, the fearsomely demonic 'Bird' - the Mothman. The story reads like a novel - but every single word of it is true and fully documented by John A. Keel, who spent a year in Point Pleasant where he saw and experienced many of the stranger manifestations personally.",['John A. Keel'],http://books.google.com/books/content?id=A6Zzgix0H5gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=A6Zzgix0H5gC&printsec=frontcover&dq=Mothman+Prophecies&hl=&cd=1&source=gbs_api,Hachette UK,2013-03-28,https://play.google.com/store/books/details?id=A6Zzgix0H5gC&source=gbs_api,"['Body, Mind & Spirit']",13.0	R
 Race	 Race, and Mexican Americans","This sweeping history explores the growing Latino presence in the United States over the past two hundred years. It also debunks common myths about Silicon Valley, one of the world's most influential but least-understood places. Far more than any label of the moment, the devil of racism has long been Silicon Valley's defining force, and Stephen Pitti argues that ethnic Mexicans--rather than computer programmers--should take center stage in any contemporary discussion of the ""new West."" Pitti weaves together the experiences of disparate residents--early Spanish-Mexican settlers, Gold Rush miners, farmworkers transplanted from Texas, Chicano movement activists, and late-twentieth-century musicians--to offer a broad reevaluation of the American West. Based on dozens of oral histories as well as unprecedented archival research, The Devil in Silicon Valley shows how San José, Santa Clara, and other northern California locales played a critical role in the ongoing development of Latino politics. This is a transnational history. In addition to considering the past efforts of immigrant and U.S.-born miners, fruit cannery workers, and janitors at high-tech firms--many of whom retained strong ties to Mexico--Pitti describes the work of such well-known Valley residents as César Chavez. He also chronicles the violent opposition ethnic Mexicans have faced in Santa Clara Valley. In the process, he reinterprets not only California history but the Latino political tradition and the story of American labor. This book follows California race relations from the Franciscan missions to the Gold Rush, from the New Almaden mine standoff to the Apple janitorial strike. As the first sustained account of Northern California's Mexican American history, it challenges conventional thinking and tells a fascinating story. Bringing the past to bear on the present, The Devil in Silicon Valley is counter-history at its best.",['Stephen J. Pitti'],http://books.google.com/books/content?id=Ug5dDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=Ug5dDwAAQBAJ&printsec=frontcover&dq=The+Devil+in+Silicon+Valley:+Northern+California,+Race,+and+Mexican+Americans&hl=&cd=1&source=gbs_api",Princeton University Press,2018-06-05,https://play.google.com/store/books/details?id=Ug5dDwAAQBAJ&source=gbs_api,['History'],	R
"With this handy	"With this handy, easy-to-use book, you'll be able to identify a wide variety of trees along the Pacific Coast in no time.",['Tom Watts'],http://books.google.com/books/content?id=B9V8FJHttq8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=B9V8FJHttq8C&printsec=frontcover&dq=California+Tree+Finder:+A+pocket+manual+for+identifying+California+trees&hl=&cd=1&source=gbs_api,Nature Study Guild Publishers,2004,http://books.google.nl/books?id=B9V8FJHttq8C&dq=California+Tree+Finder:+A+pocket+manual+for+identifying+California+trees&hl=&source=gbs_api,['Nature'],	R
 Popular Culture and Literature in West Africa"	 Popular Culture and Literature in West Africa",Cover ; About the Author ; Title Page ; Copyright ; Contents ; Acknowledgements ; Foreword by Wendy Griswold.,['Stephanie Newell'],,"http://books.google.nl/books?id=IneSzgEACAAJ&dq=Writing+African+Women:+Gender,+Popular+Culture+and+Literature+in+West+Africa&hl=&cd=1&source=gbs_api",,,"http://books.google.nl/books?id=IneSzgEACAAJ&dq=Writing+African+Women:+Gender,+Popular+Culture+and+Literature+in+West+Africa&hl=&source=gbs_api",['Authorship'],	R
Okhrana: The Paris Operations of the Russian Imperial Police	,['Ben B. Fischer'],http://books.google.com/books/content?id=p8JIAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=p8JIAQAAIAAJ&printsec=frontcover&dq=Okhrana:+The+Paris+Operations+of+the+Russian+Imperial+Police&hl=&cd=1&source=gbs_api,,1997,https://play.google.com/store/books/details?id=p8JIAQAAIAAJ&source=gbs_api,['Intelligence officers'],	D
"Westish College	"Westish College, een kleine universiteit aan de oever van Lake Michigan. De jonge, getalenteerde honkballer Henry Skrimshander is voorbestemd om een ster te worden. Maar wanneer tijdens een wedstrijd een routineworp van zijn hand verkeerd uitvalt, nemen vijf levens een andere wending. Henry's groeiende gebrek aan zelfvertrouwen lijkt zijn veelbelovende toekomst te ruïneren. Het hoofd van de universiteit, de eeuwige vrijgezel Guert Affenlight, wordt onverwacht verliefd. Owen Dunne, Henry's homoseksuele kamergenoot, raakt verwikkeld in een gevaarlijke affaire. Mike Schwartz, de aanvoerder van het honkbalteam en Henry's beste vriend, beseft dat zijn carrière in gevaar komt als hij Henry blijft steunen. En Pella Affenlight, Guerts dochter, keert na een mislukt huwelijk terug naar Westish, vastberaden een nieuw leven te beginnen. Tijdens het honkbalseizoen ontstaan nieuwe relaties tussen deze vijf onvergetelijke personages die elkaar uiteindelijk helpen hun weg te vinden. De kunst van het veldspel is een intelligente, warme roman over ambitie, familie, vriendschap en liefde en is de gedroomde entree van een groot schrijver.",['Chad Harbach'],http://books.google.com/books/content?id=4Rp4AAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=4Rp4AAAAQBAJ&printsec=frontcover&dq=The+Art+of+the+Novel&hl=&cd=1&source=gbs_api,"Bezige Bij b.v., Uitgeverij De",2012-01-24,https://play.google.com/store/books/details?id=4Rp4AAAAQBAJ&source=gbs_api,['Fiction'],	R
 Dilemmas and a Dragon Named Charles: A Collection of Poems"	 Dilemmas and a Dragon Named Charles: A Collection of Poems","""It must be a curse, these feelings in verse"" Dreams, Dilemmas and a Dragon Named Charles is an eclectic collection of poems composed by writer Star LaBranche. Charles was written over a span of three years and brings together over 140 intriguing poems. Using varying styles, formats, subjects and influences, Star crafts an interesting combination of fiction, non-fiction, reality and fantasy. Charles breathes new life into human emotions with elegant articulations and insights. His collection explores a range of topics including; life, death, love, infatuation, expectations, disappointments, frustrations, truths, dreams, optimisms and ironies. Charles invites the reader to share in these creations.",['Star LaBranche'],http://books.google.com/books/content?id=Ah5f9ks7IM8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=Ah5f9ks7IM8C&dq=Dreams,+Dilemmas+and+a+Dragon+Named+Charles:+A+Collection+of+Poems&hl=&cd=1&source=gbs_api",iUniverse,2005-02,"http://books.google.nl/books?id=Ah5f9ks7IM8C&dq=Dreams,+Dilemmas+and+a+Dragon+Named+Charles:+A+Collection+of+Poems&hl=&source=gbs_api",['Poetry'],	R
Railroad Mergers History Analysis Insight	,,,,,,,,	D
101 Ways to Market Your Books: For Publishers and Authors	,['John Kremer'],http://books.google.com/books/content?id=KpvgAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=KpvgAAAAMAAJ&q=101+Ways+to+Market+Your+Books:+For+Publishers+and+Authors&dq=101+Ways+to+Market+Your+Books:+For+Publishers+and+Authors&hl=&cd=1&source=gbs_api,,1986,http://books.google.nl/books?id=KpvgAAAAMAAJ&dq=101+Ways+to+Market+Your+Books:+For+Publishers+and+Authors&hl=&source=gbs_api,['Language Arts & Disciplines'],	D
"The Barsoom series continues: John Carter returns to Mars to face a deadly race of alien gods in this classic space adventure. When Civil War veteran John Carter was mysteriously transported to Mars—known by its inhabitants as Barsoom—he found love with Dejah Thoris	"The Barsoom series continues: John Carter returns to Mars to face a deadly race of alien gods in this classic space adventure. When Civil War veteran John Carter was mysteriously transported to Mars—known by its inhabitants as Barsoom—he found love with Dejah Thoris, Princess of Helium, and a home closer to his heart than any he knew on Earth. After being sent unwillingly back to his native planet, Carter is finally making his return to Barsoom. But instead of arriving at the land of Helium, he finds himself a world away from his Martian love—in the Valley of Dor. Controlled by the Therns, an alien race of self-proclaimed gods, the Valley of Dor is a dangerous realm from which no one has ever returned. There, Carter reunites with his Martian friend Tars Tarkas, and together they mount a daring escape. But when Carter finally makes it to Helium, he will discover his adventure has only just begun, as Dejah has ventured into the Valley of Dor to find him . . .",['Edgar Rice Burroughs'],http://books.google.com/books/content?id=t9PVDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=t9PVDwAAQBAJ&printsec=frontcover&dq=The+Gods+of+Mars&hl=&cd=1&source=gbs_api,Open Road Media,2020-03-17,https://play.google.com/store/books/details?id=t9PVDwAAQBAJ&source=gbs_api,['Fiction'],26.0	R
